Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
12/31/2021,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,1,1
12/31/2021,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,1,1
8/31/2021,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,0.94,0.94
9/30/2021,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,1,0.99
10/31/2021,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,1,0.99
11/30/2021,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,1,1
12/31/2021,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,1,1
8/31/2021,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,0.89,0.89
9/30/2021,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,0.89,0.86
10/31/2021,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,0.97,0.93
11/30/2021,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,1,1
12/31/2021,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,1,1
8/31/2021,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.84,0.81
8/31/2021,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.91,0.89
9/30/2021,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.88,0.85
9/30/2021,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.94,0.91
10/31/2021,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.95,0.91
10/31/2021,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,0.98
11/30/2021,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
11/30/2021,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,Shelburne,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,0.88,0.83
8/31/2021,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,0.8,0.8
8/31/2021,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,0.85,0.82
9/30/2021,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,0.93,0.89
9/30/2021,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,0.82,0.79
9/30/2021,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,0.81,0.72
10/31/2021,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,1,0.97
10/31/2021,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,0.95,0.86
10/31/2021,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,0.84,0.66
11/30/2021,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,1,1
11/30/2021,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,1,0.93
11/30/2021,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,1,1
12/31/2021,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,1,1
12/31/2021,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,1,1
12/31/2021,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,1,1
10/31/2021,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,1
11/30/2021,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,1
12/31/2021,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,1
8/31/2021,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,1
9/30/2021,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,0.49
11/30/2021,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.99,0.99
12/31/2021,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.99,0.99
8/31/2021,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.88,0.8
9/30/2021,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.88,0.83
10/31/2021,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.81,0.77
10/31/2021,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.88,0.84
11/30/2021,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,1,1
12/31/2021,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,1,1
8/31/2021,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.88,0.87
9/30/2021,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.87,0.86
8/31/2021,Southampton Care Centre,2597,Southampton,GREY-BRUCE,0.93,0.87
9/30/2021,Southampton Care Centre,2597,Southampton,GREY-BRUCE,0.96,0.93
10/31/2021,Southampton Care Centre,2597,Southampton,GREY-BRUCE,0.96,0.96
11/30/2021,Southampton Care Centre,2597,Southampton,GREY-BRUCE,1,1
12/31/2021,Southampton Care Centre,2597,Southampton,GREY-BRUCE,1,1
8/31/2021,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,0.96,0.93
9/30/2021,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,0,0
10/31/2021,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,0.98,0.97
11/30/2021,"Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na'
Tuhuwati",3042,Southwold,MIDDLESEX-LONDON,1,1
12/31/2021,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,1,1
10/31/2021,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.92,0.91
12/31/2021,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,1,1
8/31/2021,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.92,0.87
9/30/2021,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.96,0.91
8/31/2021,West Park Health Centre,1500,St. Catharines,NIAGARA,0.91,0.88
10/31/2021,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,0.99,0.99
10/31/2021,Garden City Manor,2364,St. Catharines,NIAGARA,1,1
10/31/2021,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.98,0.96
10/31/2021,Linhaven,M551,St. Catharines,NIAGARA,1,0.99
10/31/2021,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,0.96,0.91
10/31/2021,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.97,0.94
10/31/2021,The Henley House,2909,St. Catharines,NIAGARA,0.97,0.96
10/31/2021,Tufford Nursing Home,2711,St. Catharines,NIAGARA,1,0.99
11/30/2021,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,1,1
11/30/2021,Garden City Manor,2364,St. Catharines,NIAGARA,1,1
11/30/2021,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.99,0.99
11/30/2021,Linhaven,M551,St. Catharines,NIAGARA,1,1
11/30/2021,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,1,0.98
11/30/2021,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.99,0.99
11/30/2021,Tufford Nursing Home,2711,St. Catharines,NIAGARA,1,1
11/30/2021,West Park Health Centre,1500,St. Catharines,NIAGARA,1,1
12/31/2021,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,1,1
12/31/2021,Garden City Manor,2364,St. Catharines,NIAGARA,1,1
12/31/2021,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.99,0.99
12/31/2021,Linhaven,M551,St. Catharines,NIAGARA,1,1
12/31/2021,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,1,1
12/31/2021,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,1,1
12/31/2021,Tufford Nursing Home,2711,St. Catharines,NIAGARA,1,1
12/31/2021,West Park Health Centre,1500,St. Catharines,NIAGARA,1,1
10/31/2021,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.94,0.91
11/30/2021,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,1,1
12/31/2021,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,1,1
10/31/2021,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,1,0.98
10/31/2021,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,1,1
11/30/2021,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,1,1
11/30/2021,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,1,1
12/31/2021,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,1,1
12/31/2021,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,1,1
10/31/2021,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.98,0.93
10/31/2021,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.99,0.96
11/30/2021,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.99,0.96
11/30/2021,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.99,0.99
11/30/2021,Valleyview Home,M628,St. Thomas,SOUTH WEST,1,1
12/31/2021,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,1,1
12/31/2021,Valleyview Home,M628,St. Thomas,SOUTH WEST,1,1
8/31/2021,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,0.94,0.89
8/31/2021,Garden City Manor,2364,St. Catharines,NIAGARA,0.82,0.77
8/31/2021,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.87,0.86
8/31/2021,Linhaven,M551,St. Catharines,NIAGARA,0.86,0.82
8/31/2021,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,0.87,0.8
8/31/2021,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.86,0.81
8/31/2021,The Henley House,2909,St. Catharines,NIAGARA,0.9,0.83
8/31/2021,Tufford Nursing Home,2711,St. Catharines,NIAGARA,0.95,0.9
9/30/2021,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,0.95,0.91
9/30/2021,Garden City Manor,2364,St. Catharines,NIAGARA,1,0.96
9/30/2021,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.96,0.93
9/30/2021,Linhaven,M551,St. Catharines,NIAGARA,0.95,0.93
9/30/2021,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,0.88,0.85
9/30/2021,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.9,0.84
9/30/2021,The Henley House,2909,St. Catharines,NIAGARA,0.94,0.91
9/30/2021,Tufford Nursing Home,2711,St. Catharines,NIAGARA,0.97,0.97
9/30/2021,West Park Health Centre,1500,St. Catharines,NIAGARA,0.98,0.95
10/31/2021,West Park Health Centre,1500,St. Catharines,NIAGARA,1,1
8/31/2021,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.91,0.89
9/30/2021,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.94,0.91
8/31/2021,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,0.98,0.98
8/31/2021,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,0.95,0.9
9/30/2021,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,1,0.98
9/30/2021,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,0.95,0.93
8/31/2021,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.64,0.55
8/31/2021,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.9,0.87
8/31/2021,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.87,0.84
9/30/2021,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.93,0.85
9/30/2021,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.94,0.92
9/30/2021,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.89,0.88
10/31/2021,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,1,0.99
8/31/2021,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,0.95,0.92
9/30/2021,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,0.98,0.95
10/31/2021,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,1,1
11/30/2021,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,1,1
12/31/2021,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,1,1
8/31/2021,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,0.85,0.83
9/30/2021,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,0.89,0.84
10/31/2021,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,0.93,0.89
11/30/2021,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,1,1
12/31/2021,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,1,1
8/31/2021,Granite Ridge Care Community,2879,Stittsville,OTTAWA,0.98,0.96
9/30/2021,Granite Ridge Care Community,2879,Stittsville,OTTAWA,0.99,0.98
10/31/2021,Granite Ridge Care Community,2879,Stittsville,OTTAWA,1,0.99
11/30/2021,Granite Ridge Care Community,2879,Stittsville,OTTAWA,1,1
12/31/2021,Granite Ridge Care Community,2879,Stittsville,OTTAWA,1,1
10/31/2021,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,1,0.97
10/31/2021,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,0.91,0.83
10/31/2021,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,0.94,0.9
10/31/2021,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,1,1
10/31/2021,Ridgeview,2849,Stoney Creek,HAMILTON,1,0.97
11/30/2021,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,1,1
11/30/2021,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,1,1
11/30/2021,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,1,1
11/30/2021,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,1,1
11/30/2021,Ridgeview,2849,Stoney Creek,HAMILTON,1,1
12/31/2021,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,1,1
12/31/2021,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,1,1
12/31/2021,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,1,1
12/31/2021,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,1,1
12/31/2021,Ridgeview,2849,Stoney Creek,HAMILTON,1,1
8/31/2021,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,0.84,0.8
8/31/2021,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,0.81,0.71
8/31/2021,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,0.85,0.77
8/31/2021,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,0.83,0.8
8/31/2021,Ridgeview,2849,Stoney Creek,HAMILTON,0.89,0.86
9/30/2021,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,0.86,0.81
9/30/2021,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,0.81,0.74
9/30/2021,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,0.92,0.86
9/30/2021,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,0.87,0.82
9/30/2021,Ridgeview,2849,Stoney Creek,HAMILTON,0.92,0.9
8/31/2021,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,0.99,0.98
8/31/2021,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,0.95,0.93
9/30/2021,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,0.99,0.98
9/30/2021,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,0.96,0.94
10/31/2021,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,1,1
10/31/2021,Mon Sheong Stouffville Long Term Care Centre,3055,Stouffville,YORK REGION,1,1
10/31/2021,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,0.98,0.97
11/30/2021,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,1,1
11/30/2021,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,1,1
12/31/2021,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,1,1
12/31/2021,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,1,1
8/31/2021,Greenwood Court,3023,Stratford,HURON-PERTH,0.87,0.85
8/31/2021,Hillside Manor,1975,Stratford,HURON-PERTH,0.9,0.84
8/31/2021,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,0.94,0.94
9/30/2021,Greenwood Court,3023,Stratford,HURON-PERTH,0.91,0.91
9/30/2021,Hillside Manor,1975,Stratford,HURON-PERTH,0.97,0.95
9/30/2021,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,0.96,0.95
10/31/2021,Greenwood Court,3023,Stratford,HURON-PERTH,1,1
10/31/2021,Hillside Manor,1975,Stratford,HURON-PERTH,1,0.98
10/31/2021,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,0.98,0.97
11/30/2021,Greenwood Court,3023,Stratford,HURON-PERTH,0.99,0.99
11/30/2021,Hillside Manor,1975,Stratford,HURON-PERTH,1,1
11/30/2021,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,1,1
12/31/2021,Greenwood Court,3023,Stratford,HURON-PERTH,1,1
12/31/2021,Hillside Manor,1975,Stratford,HURON-PERTH,1,1
12/31/2021,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,1,1
8/31/2021,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,0.9,0.88
8/31/2021,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.85,0.83
9/30/2021,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,0.92,0.91
9/30/2021,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.9,0.87
10/31/2021,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,0.94,0.93
10/31/2021,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.94,0.92
11/30/2021,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,1,1
11/30/2021,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.95,0.94
12/31/2021,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,1,1
12/31/2021,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,1,1
10/31/2021,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
10/31/2021,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.95,0.91
11/30/2021,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
11/30/2021,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
12/31/2021,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
12/31/2021,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
8/31/2021,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.86,0.81
8/31/2021,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.86,0.84
9/30/2021,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.94,0.87
9/30/2021,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.88,0.86
8/31/2021,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.81,0.8
8/31/2021,Extendicare York,2604,Sudbury,SUDBURY,0.81,0.73
8/31/2021,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.93,0.9
8/31/2021,Pioneer Manor,M566,Sudbury,SUDBURY,0.82,0.76
8/31/2021,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.82,0.79
9/30/2021,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.86,0.84
9/30/2021,Extendicare York,2604,Sudbury,SUDBURY,0.95,0.87
9/30/2021,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.95,0.93
9/30/2021,Pioneer Manor,M566,Sudbury,SUDBURY,0.82,0.78
9/30/2021,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.86,0.86
10/31/2021,Extendicare Falconbridge,2590,Sudbury,SUDBURY,1,0.99
10/31/2021,Extendicare York,2604,Sudbury,SUDBURY,0.99,0.98
10/31/2021,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.98,0.97
10/31/2021,Pioneer Manor,M566,Sudbury,SUDBURY,0.93,0.88
10/31/2021,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.95,0.91
11/30/2021,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.96,0.96
11/30/2021,Extendicare York,2604,Sudbury,SUDBURY,1,1
11/30/2021,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.99,0.99
11/30/2021,Pioneer Manor,M566,Sudbury,SUDBURY,1,0.98
11/30/2021,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,1,0.98
12/31/2021,Extendicare Falconbridge,2590,Sudbury,SUDBURY,1,1
12/31/2021,Extendicare York,2604,Sudbury,SUDBURY,1,1
12/31/2021,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,1,1
12/31/2021,Pioneer Manor,M566,Sudbury,SUDBURY,1,0.99
12/31/2021,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,1,0.98
9/30/2021,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,0.86,0.86
10/31/2021,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,0.95,0.92
11/30/2021,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,1,0.98
12/31/2021,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,1,1
8/31/2021,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,0.84,0.8
8/31/2021,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.85,0.84
8/31/2021,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.92,0.88
9/30/2021,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.9,0.87
9/30/2021,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.96,0.9
10/31/2021,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.94,0.93
10/31/2021,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,1,0.96
11/30/2021,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,1,1
11/30/2021,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.99,0.97
12/31/2021,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,1,1
12/31/2021,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.99,0.99
8/31/2021,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.81,0.74
8/31/2021,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,0.98,0.95
8/31/2021,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.82,0.79
9/30/2021,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.91,0.84
9/30/2021,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,0.99,0.98
9/30/2021,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.93,0.84
10/31/2021,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.95,0.93
10/31/2021,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,1,0.99
10/31/2021,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.99,0.99
11/30/2021,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,1,1
11/30/2021,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,1,1
11/30/2021,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.99,0.99
12/31/2021,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,1,1
12/31/2021,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,1,1
12/31/2021,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,1,1
10/31/2021,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.98,0.95
11/30/2021,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,1,1
12/31/2021,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,1,1
8/31/2021,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.91,0.91
9/30/2021,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.89,0.89
8/31/2021,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,0.92,0.91
9/30/2021,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,0.94,0.93
10/31/2021,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,1,0.99
11/30/2021,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,1,0.99
12/31/2021,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,1,1
8/31/2021,Errinrung Long Term Care Home,2513,Thornbury,GREY-BRUCE,0.81,0.81
9/30/2021,Errinrung Long Term Care Home,2513,Thornbury,GREY-BRUCE,0.81,0.81
10/31/2021,Errinrung Long Term Care Home,2513,Thornbury,GREY-BRUCE,0.98,0.98
11/30/2021,Errinrung Long Term Care Home,2513,Thornbury,GREY-BRUCE,0.98,0.98
12/31/2021,Errinrung,2513,Thornbury,GREY-BRUCE,1,1
10/31/2021,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.99,0.9
10/31/2021,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.92,0.89
10/31/2021,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,0.92,0.9
11/30/2021,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.99,0.98
11/30/2021,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.95,0.94
11/30/2021,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,1,0.99
11/30/2021,Santé Manitouwadge Health,2810,Thunder Bay,THUNDER BAY,1,1
11/30/2021,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,1,1
11/30/2021,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,1,1
